Wall time,Step,Value
1748869402.7891395,250,-37.23389434814453
1748869469.5388978,400,-50.87041091918945
1748869671.0568194,850,-29.280677795410156
1748869763.6907892,1050,-33.232784271240234
1748869831.5112343,1200,-34.66813659667969
1748869943.2534566,1450,-25.610397338867188
1748870143.6550736,1900,-26.433361053466797
1748871114.132572,2800,5.937751770019531
1748871136.292296,2850,19.549402236938477
1748871180.2218819,2950,18.418750762939453
1748871428.042999,3500,18.3685302734375
1748871679.3949835,4050,23.49475860595703
1748871702.5994477,4100,19.05052375793457
1748871725.042091,4150,23.22065544128418
1748871819.1462028,4350,17.827543258666992
1748871889.0019913,4500,13.259552001953125
1748871912.4132202,4550,15.410831451416016
1748872812.5070624,5250,-0.19395923614501953
1748872834.8388684,5300,-2.4463326930999756
1748872857.085943,5350,0.6707003116607666
1748873288.8654416,6300,3.7378950119018555
1748873359.5304046,6450,2.0201988220214844
1748873426.989353,6600,6.145970344543457
1748873450.5391757,6650,-3.5149292945861816
1748873657.3106782,7100,4.823534965515137
1748874907.401452,8500,1.971469521522522
1748875003.595574,8700,2.007084369659424
1748875027.3338828,8750,1.9724990129470825
1748875242.0416162,9200,1.9934189319610596
1748875266.0322459,9250,1.6807373762130737
1748875335.5504181,9400,-0.08260416984558105
1748875452.8360202,9650,-0.18729278445243835
1748875477.1589367,9700,-3.591313362121582
1748878809.452856,10000,-0.9275960326194763
1748879167.6424859,10750,4.187766075134277
1748879265.0864947,10950,3.817138910293579
1748879289.3272834,11000,4.880497932434082
1748879361.5420222,11150,3.203176975250244
1748879385.273861,11200,2.891976833343506
1748879502.72266,11450,3.1378979682922363
1748879646.2948823,11750,4.011503219604492
1748879669.377402,11800,4.769338607788086
1748879692.2643988,11850,3.065117359161377
1748879810.7472432,12100,4.322936058044434
1748879884.7624106,12250,4.465087890625
1748879932.7727475,12350,3.7769439220428467
1748880932.3500228,13200,-0.42905479669570923
1748881189.1583908,13750,-0.5881469249725342
1748881308.4329417,14000,-0.13884617388248444
1748881601.419013,14600,-0.4909842014312744
1748881723.8076024,14850,-1.0590451955795288
1748881773.1823573,14950,-0.5246690511703491
1748882389.546008,15000,-0.7350542545318604
1748882439.1975892,15100,1.8411747217178345
1748882687.284033,15600,-0.03674203157424927
1748882735.225356,15700,-0.3744104504585266
1748883069.283383,16400,-1.446602463722229
1748883142.854471,16550,-0.2424374669790268
1748883213.3597941,16700,-0.012116823345422745
1748883236.3963525,16750,0.3152546286582947
1748883354.2165365,17000,-1.1240506172180176
1748883377.650877,17050,0.04041588306427002
1748883471.3240752,17250,-0.41224902868270874
1748883519.053557,17350,0.7172459363937378
1748883543.7515554,17400,-1.3172889947891235
1748884369.4563923,17850,-0.41024404764175415
1748884439.497113,18000,0.4676075577735901
1748884579.6171331,18300,0.3019263446331024
1748884603.3496015,18350,0.5203918218612671
1748884627.4041598,18400,-0.34431904554367065
1748884650.3217847,18450,0.9869529008865356
1748884696.3268297,18550,-0.1962851881980896
1748884794.0016456,18750,0.5161863565444946
1748884891.463987,18950,0.05305016040802002
1748884915.7430184,19000,0.13733291625976562
1748884987.7109613,19150,-1.15318763256073
1748885012.3069491,19200,-0.5960915684700012
1748885036.7225842,19250,-0.2006598263978958
1748885326.885128,19850,0.3884095251560211
1748888772.461778,20050,0.20959699153900146
1748888797.1172595,20100,0.07466797530651093
1748888970.0831938,20450,-0.18599486351013184
1748889017.68532,20550,0.09148617088794708
1748889352.427428,21250,0.551516056060791
1748889499.1476488,21550,-0.10252106189727783
1748889573.459271,21700,0.017258204519748688
1748889673.9033241,21900,-0.1448272466659546
1748889798.8103523,22150,0.9876773357391357
1748889873.0834665,22300,-0.05665560066699982
1748892146.3742933,22750,-0.2660104036331177
1748892978.6513743,24400,0.4989180862903595
1748893107.767304,24650,0.5013246536254883
1748895523.6956692,25300,-0.017846640199422836
1748895677.3535247,25600,-0.04828369617462158
1748895702.7874289,25650,-0.2096605896949768
1748895727.8364084,25700,-0.14835642278194427
1748895800.63098,25850,-0.03328831493854523
1748895955.0148766,26150,-0.4281547963619232
1748895981.0825288,26200,-0.15877361595630646
1748896166.1120656,26550,-0.48619508743286133
1748896295.2682445,26800,-0.04253159463405609
1748896373.1115222,26950,0.06030966341495514
1748898765.7180705,27500,-0.42073893547058105
1748898792.6117563,27550,-0.36700403690338135
1748898819.2338383,27600,-0.2523226737976074
1748898845.4059973,27650,-0.05860178917646408
1748899109.0431993,28150,-0.04789233207702637
1748899318.1305513,28550,-0.015577230602502823
1748899370.6454654,28650,0.26228001713752747
1748899449.4274375,28800,-0.4429219961166382
1748899475.7669597,28850,-0.1475696712732315
1748899554.9662244,29000,0.019604595378041267
1748899712.7614033,29300,0.1281656175851822
1748899765.0061746,29400,-0.07288224250078201
1748899870.0982327,29600,0.10838323831558228
1748902245.758836,30100,-0.05881607532501221
1748902322.9915051,30250,0.0912780687212944
1748902374.6920686,30350,0.10508177429437637
1748902477.6977167,30550,0.20745497941970825
1748902552.0544372,30700,-0.3793957531452179
1748902912.4383242,31400,-0.3662271499633789
1748903142.74935,31850,0.3549841642379761
1748903297.4072673,32150,0.21328642964363098
1748903451.435288,32450,0.47347259521484375
1748905667.282566,32550,0.057015545666217804
1748905814.7744277,32850,0.24723002314567566
1748905863.3564138,32950,-0.012909777462482452
1748905887.528956,33000,0.37414056062698364
1748905961.3073316,33150,0.743592381477356
1748905986.8611724,33200,0.3610525131225586
1748906037.9569519,33300,0.5791321992874146
1748906086.5622132,33400,0.013382524251937866
1748906135.8332238,33500,0.2087455689907074
1748906161.4577973,33550,0.44355425238609314
1748906365.4020312,33950,-0.23115241527557373
1748906442.7063997,34100,-0.09144065529108047
1748906620.1352441,34450,0.528449296951294
1748906668.861211,34550,-0.32642555236816406
1748906788.3226469,34800,-0.1884784698486328
1748909054.6838784,35000,-0.14199233055114746
1748909233.7586324,35350,0.10758530348539352
1748909412.4540796,35700,-0.12708762288093567
1748909746.859023,36350,-0.40757161378860474
1748910130.8314588,37100,0.41056114435195923
1748910207.7941566,37250,-0.37506330013275146
1748912518.5179477,37550,0.08445509523153305
1748912595.8510318,37700,-0.2923028767108917
1748912647.3933825,37800,0.08284857869148254
1748912699.0070894,37900,-0.41201332211494446
1748912751.109248,38000,-0.12494387477636337
1748912802.7240303,38100,-0.43609094619750977
1748912932.2110226,38350,-0.26470327377319336
1748912957.8411715,38400,0.39754676818847656
1748913064.1615105,38600,-0.1855020970106125
1748913190.7627954,38850,-0.588153064250946
1748913494.999255,39450,0.36560624837875366
1748913520.710047,39500,0.10156592726707458
1748913598.4502869,39650,0.06578592211008072
1748913727.950222,39900,-0.12405862659215927
